5.457283201562501063e+02,2.248400679043750117e+01,7.001198230949999868e+01,1.024268270506250111e+01
1.084764958334291805e+03,7.973502083347828950e+00,2.511276860418692536e+02,8.120938750038506626e+00
9.244269480805141939e+03,6.898666357820761732e+02,3.097731538972794283e+02,3.465998948416819871e+02
3.906680000000000064e+02,1.640800000000000036e-01,1.005596000000000032e+02,9.267999999999999849e-02
2.007478624997607767e+03,8.147932770833537575e+01,2.943664660410340730e+02,2.511729562500462265e+01
1.457971177679923812e+03,3.473999999975251329e-01,8.582309999992884286e+01,8.962999999963907616e-01
1.500971017523104820e+03,8.188162463233469168e+01,1.371044728227788880e+02,5.563087823282274513e+01
7.891679021381391976e+02,6.092411148249509267e+01,4.941030189160679242e+01,1.930728910091131212e+01
5.717314944023867611e+03,2.829791767288222903e+00,1.475707654958750027e+03,9.629884475573426528e+00
2.466666666791778595e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.440000000225201998e-02
7.437408773333334011e+02,8.104328232888889261e+01,5.246525466666667192e+00,7.826377155555556131e-01
6.429000000000000909e+02,1.602679999999999794e+01,1.085405200000000150e+02,2.620895999999999759e+01
1.649949999999999818e+03,1.100347500000000025e+02,9.020850000000000080e+01,7.132875000000001364e+01
4.111102208549352781e+02,2.870926646258669024e+01,3.885673884146802948e+01,6.801985794861350243e+00
1.183936889049877209e+03,3.525026955907334525e+01,3.766666896388758090e+01,1.823345235687883132e+02
1.245968000000000075e+03,6.470000000000000195e-01,2.241760000000000161e+02,8.594999999999999307e-01
1.155496657950000099e+03,1.759651006000000351e+00,2.966189627890000224e+02,3.899457434000000333e+00
2.608156127500000210e+01,7.370876012500000851e-02,6.917283642500000163e+00,2.211262803750000394e-01
8.877219803591312939e+02,4.594431206229912590e+01,1.040352081394278230e+02,1.900084966173306000e+01
1.460304111111111297e+03,1.252483155555555783e+02,4.676665555555555187e+00,7.618486333333332539e+01
4.876539760000000001e+02,2.102250176000000081e+01,5.286608520000000055e+01,2.143879064000000056e+01
8.984600000000000364e+02,5.929733333333334144e+01,6.199836666666666929e+01,3.171986666666666821e+01
7.649651666437499671e+02,5.131015010312499669e+01,5.455795498299999480e+01,2.302663960993750081e+01
2.077052500000000236e+03,8.643075000000000330e+01,2.132130750000000035e+02,1.111260500000000064e+02
1.558706257374999950e+03,6.216963663562500386e+01,2.002779981606250033e+02,6.071811283999998921e+01
4.266455766667840521e+02,1.608939660000129024e+01,6.167626950003657527e+01,1.259378323333529970e+01
5.465243520000000217e+02,5.306400000000000006e+00,1.037124000000000024e+02,2.090879999999999939e+01
3.260796361374999606e+02,1.941652560750000145e+00,5.891181497249999666e+01,1.791118685649999875e+01
1.074253999999999905e+03,7.780401999999997997e+01,5.409431999999999618e+01,3.867669999999999675e+01
1.174128000000504016e+03,8.574724000001356217e+01,9.264392000011673645e+01,2.808308000001662919e+01
8.048740000000000236e+02,5.008941999999999695e+01,5.351331999999999312e+01,3.382030000000000314e+01
4.518843919939387888e+03,2.621900244163368257e+02,4.467917940431738089e+02,1.184062400170081446e+02
1.186660000000000082e+03,1.151380400000000179e+02,4.737382000000000914e+01,1.059038000000000146e+01
4.854995000000000118e+02,1.851476000000000255e+01,5.655657500000000226e+01,2.372307500000000147e+01
1.645582530373371810e+03,1.055821087958520792e+02,1.180106567774525246e+02,6.971003221494935076e+01
5.060271874983685620e+02,1.377481874985013022e+01,8.130576627599948836e+01,1.628972513015569845e+01
4.710893749983108592e+02,1.809337499981204544e+01,5.372210000000000463e+01,2.258297500000000113e+01
2.522964256338299492e+03,1.479303509327779977e+02,1.153540101105350146e+02,1.752243822328369731e+02
5.648300400627158524e+03,2.938752320236503124e+02,4.905774523984745770e+02,2.885996020514389215e+02
3.397880442112627861e+03,1.776046277180034849e+02,2.899409020388043814e+02,1.595862657113124214e+02
1.674640256052712175e+03,1.113420266463469943e+02,1.374071353546537182e+02,4.282063997210555328e+01
2.459501112460999934e+02,1.256127330778599926e+01,3.252136785084500303e+01,8.567251252729001010e+00
1.025432452049999938e+03,9.363781482099999209e+01,4.749124228350000010e+01,1.341671055650000355e+01
3.597727477298280064e+03,1.429613935654443821e+02,4.028936365109690314e+02,1.832137521685683055e+02
1.431678731248733357e+03,6.916941650899131844e+01,1.372141337766101685e+02,6.035648286898174320e+01
1.966729981700000280e+03,4.861321165399999700e+01,2.941930019320000724e+02,9.931995192000000827e+01
9.195491784844000449e+02,3.713593220114399429e+01,1.419437005623800303e+02,3.493258885191600882e+01
6.394645152886200776e+02,2.605001987268359898e+01,9.883777465375260363e+01,2.578749147210300308e+01
4.961711330000000544e+02,2.125133294999999922e+00,1.059044632709999973e+02,1.656563491500000396e+01
2.537802516182291583e+03,6.889460636764582091e+01,3.823195610464999845e+02,1.074304035489687550e+02
2.289784000000000106e+03,1.053323599999999942e+02,2.560236999999999625e+02,9.264122000000000412e+01
2.451913119190260204e+02,1.135729748176652265e+01,3.392202215091816697e+01,9.510704512783251019e+00
9.332329649998827108e+02,8.408684089999870537e+01,4.475929924996344056e+01,1.681139384999803355e+01
2.753595906383069178e+03,7.951394325539787644e+01,3.223634620821372323e+02,2.024993849474124374e+02
2.599536347000000092e+02,1.449790321400000082e+01,3.161538818900000436e+01,8.300740371000001616e+00
3.478710372461000020e+02,2.408028206778599767e+01,3.255713055084500951e+01,8.692377392729001784e+00
2.087636347000000114e+02,7.839103213999999653e+00,3.240418818900000275e+01,9.603140371000002062e+00
7.082746233766001751e+02,1.687427380471599747e+01,1.401298695380699826e+02,2.597641180337400613e+01
3.341272694000000456e+02,3.218076427999999822e+00,7.432178637800001297e+01,1.901629074200000247e+01
1.605353611736979929e+03,1.109759871078600035e+01,2.809226333608451114e+02,1.068923813737289947e+02
6.795498333333332539e+02,2.160432000000000130e+01,1.158651800000000094e+02,1.194478166666666752e+01
4.469083773206884871e+03,2.928289926295403234e+02,3.922284735615886575e+02,5.726918663300806145e+01
3.088209070965353931e+03,2.294560872380625369e+02,2.447063063485000498e+02,3.930769135075000520e+01
2.462259140187241883e+03,1.446664406479897877e+02,1.904186271387252702e+02,9.568543485748298849e+01
1.629915322700000161e+03,4.286133295000000487e+01,2.391885850000000460e+02,6.660772856000001241e+01
9.836473735949999764e+02,4.730554664162500700e+01,1.218614865898999966e+02,1.792739254702500062e+01
6.187248000000000502e+03,2.801328000000000316e+02,8.008288000000000011e+02,1.184408000000000101e+02
1.005169598311778827e+03,5.887989944749806170e+01,8.974761334491130071e+01,3.630975021366703004e+01
2.210940215165701375e+03,1.207297972766640584e+02,2.205255428247974407e+02,6.090793516497254245e+01
4.461032999999999447e+03,2.019594100000000196e+02,6.017727900000001000e+02,7.082891000000000759e+01
9.676549999999999727e+02,4.525619999999999976e+01,1.296303000000000054e+02,2.586790000000000234e+01
3.715649779025000498e+03,2.357180643290000717e+02,1.939689874812500250e+02,2.009399682265000138e+02
2.273368760546100020e+03,1.642158848917860325e+02,1.182695976923450161e+02,8.340268046622901466e+01
